,educ,inc,age,happiness,health,months_abroad,pref_party
0,2.0300872307028026,2457.2700621880904,62.10169330950385,5.894434074803996,2.5124178859556863,17.847583732760764,2.629634598725448
1,0.5559782717223674,634.5625941862763,75.66447877056413,6.784113301087403,4.747744841871231,16.99057520974933,2.8820684323925825
2,2.4709047921628366,1334.320718485985,60.63647778262295,7.187839000644273,3.4121126517729228,-67.12158314393031,5.733980058767028
3,1.7375737669188984,-333.2544691034168,43.38617890170499,7.066512970731256,2.0099142126334915,-85.34798183249198,4.629856012810802
4,1.8709260940207846,4449.9126119220955,55.63072178885927,7.837511503828275,3.965784186702984,48.108627552890596,2.1456786342145695
5,2.9185510669695827,3695.584670477233,58.644302283019215,9.923970031896832,4.792519804174082,45.53750792315431,2.2023287505392304
6,4.401752347590145,1869.4992437223482,46.553437714725504,5.224750045379467,3.0267590561456457,-49.355837207239176,5.286240865346302
7,6.612556537889746,2332.2691058773908,58.700748964997665,6.6308602015028,3.0611021179215903,0.36280994939171407,3.3248336472145374
8,1.6728622848495858,892.6246493618578,59.23373501305022,4.383233625567121,3.1567296556514575,15.01679215469608,3.5442635187761415
9,2.80294496243384,2350.376420854457,34.04469520826151,6.978616037996971,3.6054044790270505,78.34800914896809,5.70241706869825
10,0.17168928144010387,-164.93855838243212,66.20881553634374,7.735029839867195,3.3577754983814243,-33.56962921686106,3.986289293779973
11,3.6730126697174157,1356.992508610425,32.33796587675292,8.434998823423337,4.7633310355723895,-90.74424795579677,4.444570459171827
12,2.7786033959392897,2240.199209493882,32.80505770084878,9.525272419876309,3.9445200257044966,29.10455262462048,4.899514314287786
13,4.0087199467942405,378.00843632151646,35.99740130898424,8.535610651182488,4.10739369780702,14.367503801641906,4.740850037254471
14,2.370436074101789,2863.16167458102,82.99519676768402,8.77808959207015,2.736207603470017,-33.94142372272968,9.056790408981943
15,4.379428053594946,339.5612416078434,26.814457138594157,5.154977448490518,4.371377724000778,71.33548846691514,11.93817595235511
16,2.3789962500375195,783.0401698573924,63.959028488877436,5.4170293580404465,4.245264856496199,47.20924809509866,4.856678697486766
17,3.640765862916019,2005.3024978752414,49.99514480390846,6.249144289695033,2.6649628445242657,14.551218555292294,2.9057989779295563
18,4.282063218666218,348.3791907800312,34.16861450905275,6.5770247205604235,4.275398193926077,2.7480486529581096,4.252539807387962
19,3.733281537529346,4638.9189156226785,79.07870295746623,9.470898040225325,2.7524944498034842,60.33377829909847,7.035292812297061
20,-0.025620851554562396,-1451.1707698633786,62.19517803092231,5.53571174142977,1.9626631338115033,30.62735727437132,3.5800193424110995
21,2.9695713202987717,2292.0580632281676,46.7094213581964,3.2801014715379004,2.623323252779068,30.335724946880152,5.35501561790408
